L2 Norm,L2 Percentage
0.7612720131874084,0.06929685084465223
0.7542865872383118,0.06845198355368844
0.6813634037971497,0.059632133069072266
0.8080471754074097,0.07495417294314431
0.7563035488128662,0.068695929287834
0.6400051116943359,0.05462996591957836
0.7056251764297485,0.06256652508288126
0.7186695337295532,0.06414420279281031
0.761536717414856,0.06932886606393591
0.7086619138717651,0.06293380979174525
0.777503252029419,0.0712599727629669
0.7566242218017578,0.06873471376874961
0.7878229022026062,0.0725081049383058
0.7907153367996216,0.07285793663075776
0.7616680264472961,0.0693447475158796
0.8214394450187683,0.07657392965216339
0.8329583406448364,0.07796710713531307
0.8374666571617126,0.0785123751247208
0.8682379722595215,0.08223407768309393
0.8712916970252991,0.08260341696018486
0.8240979313850403,0.07689546597517415
0.802861213684082,0.0743269457040099
0.8897360563278198,0.0848342094689078
0.8582223653793335,0.08102271867451163
0.8593636751174927,0.08116075682331685
0.8659632205963135,0.08195895297497811
0.8858235478401184,0.0843610027566808
0.8874148726463318,0.08455346894097165
0.9058935046195984,0.08678840663120509
0.9115366339683532,0.08747092698718385
0.8834222555160522,0.08407057331752708
0.8997272849082947,0.08604261999185915
0.8767615556716919,0.08326498072024884
0.8981842994689941,0.08585600031575091
0.9334203600883484,0.09011770107625497
0.9170038104057312,0.08813216634173832
0.9146683812141418,0.08784970286009608
0.9055524468421936,0.08674715666841715
0.9269564151763916,0.08933590542535262
0.8971696496009827,0.08573328131600624
0.9223278164863586,0.08877608965109587
0.9085992574691772,0.08711565970019465
0.8960358500480652,0.08559615150262768
0.9019505381584167,0.08631151611419224
0.9183552861213684,0.08829562346446701
0.9221680164337158,0.08875676229173997
0.9264932870864868,0.089279891407376
0.913862407207489,0.08775222260899183
0.9526385068893432,0.09244208096996791
0.9291599988937378,0.08960242257394925
0.9338964819908142,0.09017528665869992
0.9166096448898317,0.08808449314986196
0.9160849452018738,0.08802103222318906
0.9549577236175536,0.0927225836005304
0.9672054052352904,0.09420390566512155
0.943376362323761,0.09132185107351466
0.970973551273346,0.0946596521519252
0.9317234754562378,0.08991246773291177
0.9442874789237976,0.09143204802059197
0.9603828191757202,0.0933787333930911
0.9770399332046508,0.09539336369730578
0.9642264246940612,0.09384360648822916
0.9678137898445128,0.09427748804369135
0.9442923069000244,0.0914326319505091
0.9849006533622742,0.09634409531954201
0.970974624156952,0.09465978191412902
0.9370437860488892,0.09055594408356733
0.9943268895149232,0.09748417162416642
0.9680871963500975,0.09431055577862814
0.976380169391632,0.09531356715097587
0.976813793182373,0.09536601270834782
0.996794819831848,0.09778266073797878
0.9955279231071472,0.09762943320231686
0.9753267765045166,0.09518616229387153
0.9695479869842528,0.0944872342281225
0.9547741413116456,0.09270037984565681
0.9747703075408936,0.09511885896416371
1.0068180561065674,0.09899494250001038
1.0095014572143557,0.099319492189754
