L2 Norm,L2 Percentage
0.9347788691520691,0.037276748567819595
0.9377673268318176,0.03618774190545082
0.8955933451652527,0.03488394618034363
0.9104472398757935,0.03490365296602249
0.9023855328559875,0.03742740675806999
0.8838125467300415,0.03669748082756996
0.8683987855911255,0.03343797102570534
0.8174532651901245,0.03369568660855293
0.8389044404029846,0.031871356070041656
0.8029892444610596,0.03315570205450058
0.8245046734809875,0.03416001424193382
0.8026225566864014,0.03392736241221428
0.7911896705627441,0.034341827034950256
0.8192633390426636,0.03365226089954376
0.7703478336334229,0.0331900417804718
0.77357417345047,0.03190041333436966
0.8000127077102661,0.03379672020673752
0.7566500306129456,0.03302345424890518
0.7192960381507874,0.0319984070956707
0.820364236831665,0.03388362377882004
0.7728614807128906,0.031033024191856384
0.7625731825828552,0.03275732323527336
0.7555425763130188,0.031230449676513672
0.7411606907844543,0.030851487070322037
0.7493709325790405,0.031090792268514633
0.7510940432548523,0.0301174558699131
0.7129772305488586,0.03125479444861412
0.7607400417327881,0.031954146921634674
0.7417736053466797,0.03052373044192791
0.7363660335540771,0.03348182514309883
0.6809381246566772,0.026599565520882607
0.7480655908584595,0.03065693937242031
0.7162174582481384,0.02910022810101509
0.7196293473243713,0.031095260754227638
0.6995890736579895,0.03328334167599678
0.7318806648254395,0.028634365648031235
0.6948519349098206,0.029726823791861534
0.6983236074447632,0.02933148667216301
0.7303271889686584,0.029762059450149536
0.6992089748382568,0.029521232470870018
0.726632833480835,0.028980493545532227
0.7232320308685303,0.02856387011706829
0.7073886394500732,0.02561424858868122
0.7015806436538696,0.028745220974087715
0.7256826162338257,0.03094649314880371
0.6871915459632874,0.02820591628551483
0.7245014309883118,0.029800118878483772
0.6928908824920654,0.029716046527028084
0.6587259769439697,0.03008541837334633
0.7033435702323914,0.03054320439696312
0.651610791683197,0.028857512399554253
0.6944056749343872,0.0300225131213665
0.6994948387145996,0.03029300458729267
0.6923657059669495,0.03093513287603855
0.7156740427017212,0.030093736946582794
0.6998335719108582,0.030578838661313057
0.6657625436782837,0.027887124568223953
0.6873503923416138,0.02699192799627781
0.7049574255943298,0.030668960884213448
0.7022345662117004,0.031855449080467224
