L2 Norm,L2 Percentage
0.8423982858657837,0.03304378315806389
0.8547141551971436,0.03739948570728302
0.8457110524177551,0.035240840166807175
0.8486967086791992,0.03683110699057579
0.845917820930481,0.036380279809236526
0.8304924368858337,0.03450583666563034
0.8216201066970825,0.03359074890613556
0.8204398155212402,0.03680383786559105
0.8171324133872986,0.03644418716430664
0.8028810024261475,0.03373723477125168
0.7978977560997009,0.034432489424943924
0.7953351140022278,0.03454238921403885
0.7974159717559814,0.03327815979719162
0.7875030040740967,0.033971063792705536
0.7764607071876526,0.03210341930389404
0.7948272228240967,0.03456265479326248
0.7841881513595581,0.03226492181420326
0.7875881791114807,0.03637086972594261
0.7859572172164917,0.03378606215119362
0.7675307393074036,0.03477570787072182
0.7827963829040527,0.03137398511171341
0.7817157506942749,0.03366677090525627
0.7800571918487549,0.031054724007844925
0.786579966545105,0.034088410437107086
0.7861276268959045,0.03682229667901993
0.796543538570404,0.031218774616718292
0.7907149791717529,0.03316836804151535
0.791274905204773,0.03367176279425621
0.7956336736679077,0.032826732844114304
0.8089749813079834,0.03223313391208649
0.8030586242675781,0.03539068624377251
0.8103229999542236,0.03347187489271164
0.8130897283554077,0.03505854308605194
0.7943575978279114,0.03339318186044693
0.7833970189094543,0.03634706512093544
0.8031529188156128,0.03366495296359062
0.797398030757904,0.03350087255239487
0.8093852400779724,0.03137015551328659
0.8123201131820679,0.03546857461333275
0.816227912902832,0.032615453004837036
0.823175311088562,0.032325178384780884
0.8074148893356323,0.03429299220442772
0.8168144822120667,0.03289148584008217
0.8020881414413452,0.031797755509614944
0.8096909523010254,0.03293568268418312
0.8188191652297974,0.03618020936846733
0.7922115921974182,0.03452296555042267
0.8050662875175476,0.033817172050476074
0.8135465383529663,0.0332309752702713
0.8125838041305542,0.03278437256813049
0.817072331905365,0.034215133637189865
0.8106328248977661,0.03678899258375168
0.8103569746017456,0.031931232661008835
0.7953476309776306,0.03473351150751114
0.808688759803772,0.03336438909173012
0.8062374591827393,0.0335860550403595
0.8061027526855469,0.03335639089345932
0.8022441267967224,0.03438187763094902
0.8171569108963013,0.0339149571955204
0.8021214604377747,0.03391197323799133
0.7984189987182617,0.03578796610236168
0.8127142190933228,0.032821424305438995
0.8167635798454285,0.033377692103385925
0.8028572797775269,0.035651806741952896
0.7847239971160889,0.034895122051239014
0.7935546636581421,0.03407162427902222
0.8047033548355103,0.03477410972118378
0.7997314929962158,0.03214645758271217
0.791283905506134,0.03513326495885849
0.7965540289878845,0.033973030745983124
0.7951902151107788,0.03266363590955734
0.7956451177597046,0.03285439684987068
0.8002039194107056,0.03828955441713333
0.8011762499809265,0.031776972115039825
0.796292781829834,0.03542673587799072
0.7876124978065491,0.03389156609773636
0.7815247774124146,0.033147621899843216
0.7944822311401367,0.031007762998342514
0.7821896076202393,0.03414975106716156
0.7811310291290283,0.030497053638100624
0.778740644454956,0.032457996159791946
0.7848791480064392,0.033843524754047394
0.7759449481964111,0.03314204141497612
0.78169846534729,0.0321539044380188
0.7751030325889587,0.03195016086101532
0.7757142186164856,0.03291495889425278
0.7938677668571472,0.03271639347076416
0.7968413829803467,0.03368192911148071
0.7752153277397156,0.03422095626592636
0.7767655253410339,0.03225041553378105
0.7643967866897583,0.031275395303964615
0.7783423662185669,0.033394262194633484
0.7730170488357544,0.031209023669362068
0.763853907585144,0.03073749504983425
0.7581321597099304,0.03349978104233742
0.7752834558486938,0.03430112078785896
0.7765164375305176,0.03142910450696945
0.770514190196991,0.034049324691295624
0.7557721138000488,0.03207766264677048
0.7462843656539917,0.03293098136782646
0.7602261900901794,0.034874845296144485
0.7810716032981873,0.031024280935525894
0.7788720726966858,0.030810069292783737
0.7742142081260681,0.03193111717700958
0.776584804058075,0.030530108138918877
0.7848089933395386,0.03265005722641945
0.7693350911140442,0.032414209097623825
0.7829034924507141,0.03099972754716873
0.7605038285255432,0.033400390297174454
0.7913252115249634,0.031240656971931458
0.7824440598487854,0.030243393033742905
0.7745143175125122,0.03043527528643608
0.7651644945144653,0.03385606408119202
0.7788606286048889,0.030957302078604698
0.772265613079071,0.03146270290017128
0.7697014212608337,0.031954824924468994
0.7688064575195312,0.03357663378119469
0.784007728099823,0.03220235928893089
0.7755649089813232,0.03194655850529671
0.7744916677474976,0.03000575862824917
0.7638891935348511,0.03400483354926109
0.7719578146934509,0.0317535474896431
0.7727810144424438,0.033126913011074066
0.7825486063957214,0.030980482697486877
0.7586745023727417,0.032340358942747116
0.7677357792854309,0.03082844987511635
0.768264889717102,0.035125214606523514
0.772343099117279,0.032033391296863556
0.7724594473838806,0.03167315572500229
0.7700299024581909,0.03326421603560448
0.7609479427337646,0.031190039590001106
0.7710478901863098,0.031054237857460976
0.7741411924362183,0.034314822405576706
0.7621244788169861,0.03199882060289383
0.7607154250144958,0.030992843210697174
0.7547049522399902,0.03209499269723892
0.7271517515182495,0.034845415502786636
0.7646611332893372,0.03404800221323967
0.7757110595703125,0.030546262860298157
0.7557728886604309,0.030775630846619606
0.7731336355209351,0.03221974894404411
0.7515628933906555,0.0313597097992897
0.7540218830108643,0.03246719017624855
0.7549902200698853,0.03057989850640297
0.7565878033638,0.03183162957429886
0.7365410923957825,0.032031916081905365
0.7636458277702332,0.03156592696905136
0.7453266382217407,0.03070809692144394
0.7435743808746338,0.032841701060533524
0.7404422760009766,0.03277462348341942
0.7381278872489929,0.0304661113768816
0.7496748566627502,0.030295249074697495
0.7270516157150269,0.03210742026567459
0.7333301901817322,0.03438319265842438
0.741662323474884,0.030217435210943222
0.7406643629074097,0.030824799090623856
0.7315675616264343,0.02988535352051258
0.7184662818908691,0.02884533628821373
0.741033136844635,0.03118904121220112
0.7320467233657837,0.03284358233213425
0.724101185798645,0.03253146633505821
0.7277944087982178,0.03037460334599018
0.7247558832168579,0.030037542805075645
0.7250149250030518,0.03125905245542526
0.7134061455726624,0.030933041125535965
0.7246092557907104,0.028743278235197067
0.7237507700920105,0.03129865974187851
0.7081421613693237,0.028045324608683586
0.7233596444129944,0.029094181954860687
0.7227170467376709,0.027291584759950638
0.7125446200370789,0.029288148507475853
0.7351738214492798,0.029962200671434402
0.7209522724151611,0.029305564239621162
0.7426744699478149,0.03355135768651962
0.7168372869491577,0.03581678494811058
0.730578601360321,0.032816678285598755
0.7261050343513489,0.03106231801211834
0.7113738656044006,0.030601324513554573
0.7262822985649109,0.03202760964632034
0.712641716003418,0.028941955417394638
0.715480387210846,0.02849937602877617
0.7233560681343079,0.030621472746133804
0.7150965332984924,0.029587455093860626
0.712445080280304,0.029809577390551567
0.7076349854469299,0.029333965852856636
0.7207321524620056,0.031358618289232254
0.6911926865577698,0.033107150346040726
0.7172787189483643,0.028595810756087303
0.6956316828727722,0.029611555859446526
0.7167670130729675,0.031172914430499077
0.7094171643257141,0.029794758185744286
0.7056376338005066,0.02853730320930481
0.7068315148353577,0.02873082086443901
0.705653727054596,0.030043208971619606
0.7105308771133423,0.02729232981801033
0.7124042510986328,0.030559685081243515
0.7128247618675232,0.028769822791218758
0.7081274390220642,0.030275916680693626
0.7062885165214539,0.03272552415728569
0.7143886685371399,0.028929920867085457
0.706386387348175,0.028925549238920212
0.7183241844177246,0.029143987223505974
0.703742265701294,0.03313522785902023
0.712616503238678,0.03029501438140869
0.7007591724395752,0.029060984030365944
0.6886931657791138,0.030598431825637817
0.6954218149185181,0.027546415105462074
0.7016525268554688,0.029011327773332596
0.7022417783737183,0.030301406979560852
0.6963837146759033,0.029902935028076172
0.7005326747894287,0.02974991872906685
0.6937633156776428,0.027164727449417114
0.6820340156555176,0.030398085713386536
0.697813868522644,0.03151514381170273
0.6758823990821838,0.02707820013165474
0.683966338634491,0.027346840128302574
0.6849293112754822,0.030021032318472862
0.704389750957489,0.027311360463500023
0.6737891435623169,0.027605675160884857
0.6933332681655884,0.028313975781202316
0.6908921003341675,0.029494304209947586
0.6877736449241638,0.028035519644618034
0.6808609366416931,0.027840720489621162
0.6692174077033997,0.02633417584002018
0.6832579970359802,0.02869965136051178
0.6805647611618042,0.0298235472291708
0.690598726272583,0.028736967593431473
0.6961514949798584,0.028711866587400436
0.7005652189254761,0.03127741068601608
0.6825518608093262,0.029192358255386353
0.6798839569091797,0.030109507963061333
0.6790490746498108,0.028388651087880135
0.6808863878250122,0.026096021756529808
0.6843816637992859,0.02858833409845829
0.6837975382804871,0.03009139932692051
0.6755898594856262,0.028110086917877197
0.6867148280143738,0.03004136122763157
0.6893202066421509,0.027731459587812424
0.6785241365432739,0.028422588482499123
0.6687251925468445,0.030475983396172523
0.6725301146507263,0.0301397442817688
0.6801059246063232,0.029678400605916977
0.6956133246421814,0.026308631524443626
0.6641762256622314,0.027724573388695717
0.6876505017280579,0.031019430607557297
0.6769627332687378,0.02806391566991806
0.6799282431602478,0.027551408857107162
0.6930766105651855,0.028461046516895294
0.6714192032814026,0.028816508129239082
0.6721357703208923,0.02648690715432167
0.6784089803695679,0.029122093692421913
0.667759895324707,0.028156882151961327
0.6952213644981384,0.02839810959994793
0.6633310317993164,0.027515243738889694
0.6877315044403076,0.028877804055809975
0.6858720779418945,0.028444774448871613
0.6713449358940125,0.027663549408316612
0.6693764925003052,0.027477173134684563
0.6755223274230957,0.028586309403181076
0.6861639022827148,0.028134984895586967
0.653691828250885,0.026448320597410202
0.6641972661018372,0.030791178345680237
0.6631406545639038,0.02952011488378048
0.6670321822166443,0.02770141512155533
0.6591404676437378,0.02854253351688385
0.6574988961219788,0.028083814308047295
0.6664848923683167,0.030812643468379974
0.6436091661453247,0.027095835655927658
0.6711459755897522,0.028145069256424904
